first_name,last_name,nickname,height,weight,reach,stance,wins,losses,draws,belt,fighter_url
Lucas,Fernando,,"6' 3""",185 lbs.,"80.0""",,9,2,0,,http://ufcstats.com/fighter-details/3df223aeaacecf3f
Alexandre,Ferreira,Cacareco,"5' 7""",205 lbs.,--,Orthodox,18,6,0,,http://ufcstats.com/fighter-details/28ba5f27e473420c
Cezar,Ferreira,Mutante,"6' 1""",185 lbs.,"78.0""",Southpaw,13,8,0,,http://ufcstats.com/fighter-details/dbc17725b887860a
Diego,Ferreira,,"5' 9""",155 lbs.,"74.0""",Orthodox,19,7,0,,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
Erisson,Ferreira,Gato,"5' 6""",125 lbs.,"70.0""",Orthodox,12,2,0,,http://ufcstats.com/fighter-details/1c2a8915f8431507
Brunno,Ferreira,The Hulk,"5' 10""",185 lbs.,"72""",Orthodox,15,4,0,,http://ufcstats.com/fighter-details/1e719d4b676dc19a
Scott,Ferrozzo,The Pitbull,"5' 11""",323 lbs.,--,Orthodox,4,2,0,,http://ufcstats.com/fighter-details/977081bc01197656
Timo,Feucht,,"6' 3""",205 lbs.,"79.0""",Orthodox,8,1,0,,http://ufcstats.com/fighter-details/8c21eb9fd7c4c203
Andre,Fialho,,"6' 0""",170 lbs.,"74.0""",Orthodox,16,8,0,,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
Drew,Fickett,The Master,"5' 10""",155 lbs.,"70.0""",Orthodox,42,21,0,,http://ufcstats.com/fighter-details/d814f5192e58fb2f
Scott,Fiedler,,"6' 4""",235 lbs.,--,Orthodox,0,1,0,,http://ufcstats.com/fighter-details/0ec821423baa26bd
Ron,Fields,Killing,"6' 2""",200 lbs.,--,Orthodox,28,32,1,,http://ufcstats.com/fighter-details/6e380a4d73ab4f0e
Michal,Figlak,Mad Dog,"5' 10""",155 lbs.,"70.0""",Orthodox,8,2,0,,http://ufcstats.com/fighter-details/b4c57a8c2b773e82
Deiveson,Figueiredo,Deus da Guerra,"5' 5""",135 lbs.,"68""",Orthodox,25,7,1,,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5
Francisco,Figueiredo,Sniper,"5' 6""",125 lbs.,"68.0""",Southpaw,13,5,1,,http://ufcstats.com/fighter-details/cdadae5363b66eef
Anthony,Figueroa,,"5' 4""",135 lbs.,--,Orthodox,11,8,1,,http://ufcstats.com/fighter-details/daff32bc96d1eabf
Edwin,Figueroa,El Feroz,"5' 7""",135 lbs.,"69.0""",Orthodox,9,5,0,,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8
Jonathan,Figueroa,El Picante,--,185 lbs.,--,,16,1,0,,http://ufcstats.com/fighter-details/2226445c4a196dc8
Paulo,Filho,,"5' 8""",185 lbs.,--,Southpaw,23,6,3,,http://ufcstats.com/fighter-details/2abdead94ce73552
Jafel,Filho,Pastor,"5' 7""",125 lbs.,"68.0""",Orthodox,17,5,0,,http://ufcstats.com/fighter-details/65adf3856c4d9256
Andre,Fili,Touchy,"5' 11""",145 lbs.,"74.0""",Orthodox,25,13,0,,http://ufcstats.com/fighter-details/8fd808923cffff82
Mirko,Filipovic,Cro Cop,"6' 2""",230 lbs.,"73.0""",Southpaw,35,11,2,,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d
Brady,Fink,,"6' 0""",183 lbs.,--,Orthodox,2,3,0,,http://ufcstats.com/fighter-details/997b4f52f76a0b53
Jesse,Finney,,"6' 0""",170 lbs.,--,,5,1,0,,http://ufcstats.com/fighter-details/0496cdac0bc9edd8
Jan,Finney,Cuddles,"5' 8""",135 lbs.,--,Orthodox,11,12,0,,http://ufcstats.com/fighter-details/3317823959d32a05
Torrez,Finney,The Punisher,"5' 8""",185 lbs.,"75.0""",Orthodox,11,1,0,,http://ufcstats.com/fighter-details/fbb60f24af5d5a02
Luigi,Fioravanti,,"5' 8""",170 lbs.,"70.0""",Orthodox,26,15,0,,http://ufcstats.com/fighter-details/9583662df31d943f
Nick,Fiore,,"5' 10""",155 lbs.,"72.0""",Orthodox,6,2,0,,http://ufcstats.com/fighter-details/036e96c1c12b8a59
Manon,Fiorot,The Beast,"5' 7""",125 lbs.,"65""",Orthodox,13,2,0,,http://ufcstats.com/fighter-details/34ff304266360297
Luiz,Firmino,Buscape,"5' 6""",154 lbs.,--,Orthodox,19,8,0,,http://ufcstats.com/fighter-details/16d09e800ad7ec79
Spencer,Fisher,The King,"5' 7""",155 lbs.,"68.0""",Southpaw,24,9,0,,http://ufcstats.com/fighter-details/f34312c2ccfa0e00
Chris,Fishgold,,"5' 8""",145 lbs.,"68.0""",Orthodox,18,4,1,,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f
Bryanna,Fissori,,"5' 4""",145 lbs.,--,,2,4,0,,http://ufcstats.com/fighter-details/5517bd590dbbe1f8
Jon,Fitch,,"6' 0""",170 lbs.,"74.0""",Orthodox,30,7,1,,http://ufcstats.com/fighter-details/6f018c039b4d5d80
Isi,Fitikefu,Doxz,"5' 10""",205 lbs.,--,,6,0,0,,http://ufcstats.com/fighter-details/b8dc5fbf8338adc5
Rafael,Fiziev,Ataman,"5' 8""",155 lbs.,"71.0""",Switch,13,5,0,,http://ufcstats.com/fighter-details/c814b4c899793af6
Colin,Fletcher,The Freakshow,"6' 2""",155 lbs.,--,Orthodox,14,8,0,,http://ufcstats.com/fighter-details/7d09200f6a77b20e
AJ,Fletcher,The Ghost,"5' 10""",170 lbs.,"67.0""",Switch,10,3,0,,http://ufcstats.com/fighter-details/725b1abc9a39d873
Nathan,Fletcher,,"5' 7""",135 lbs.,"70.0""",Orthodox,9,3,0,,http://ufcstats.com/fighter-details/a2d342ffc83913ed
Jimmy,Flick,The Brick,"5' 7""",125 lbs.,"68.0""",Orthodox,17,9,0,,http://ufcstats.com/fighter-details/09e62c450e754913
Luke,Flores,,"6' 0""",155 lbs.,"73.0""",Southpaw,9,2,0,,http://ufcstats.com/fighter-details/b5f44dcb863f595b
Ty,Flores,Big Medicine,"6' 3""",205 lbs.,"73.0""",Switch,7,3,0,,http://ufcstats.com/fighter-details/4bb0f74d5e26f89a
Alejandro,Flores,El Gallito,"5' 10""",145 lbs.,"73.0""",Orthodox,17,3,0,,http://ufcstats.com/fighter-details/d23d5960ac5e117c
Kenny,Florian,KenFlo,"5' 10""",145 lbs.,"74.0""",Southpaw,14,6,0,,http://ufcstats.com/fighter-details/cb139171ed1b69fe
Darrius,Flowers,Beast Mode,"5' 9""",155 lbs.,"71.0""",Orthodox,13,8,1,,http://ufcstats.com/fighter-details/65db4065e2bc107d
Cody,Floyd,,--,--,--,,2,0,0,,http://ufcstats.com/fighter-details/8164250600b7c91b
Bobby,Flynn,,--,170 lbs.,--,,6,4,0,,http://ufcstats.com/fighter-details/c97fc5fbf7d32b8a
Caros,Fodor,The Future,"5' 9""",155 lbs.,"74.0""",Orthodox,11,6,0,,http://ufcstats.com/fighter-details/01d2ed8c502e3828
Mal,Foki,Twin Tiger,"5' 7""",220 lbs.,--,Orthodox,5,5,0,,http://ufcstats.com/fighter-details/fa534853eb195270
Matt,Foki,Twin Tiger,"5' 7""",220 lbs.,--,Orthodox,5,4,0,,http://ufcstats.com/fighter-details/5de61b03868035ff
AJ,Fonseca,,"5' 4""",145 lbs.,--,,5,4,0,,http://ufcstats.com/fighter-details/0adf1aacda5e26ac
Rob,Font,,"5' 8""",135 lbs.,"71.0""",Orthodox,22,10,0,,http://ufcstats.com/fighter-details/05339613bf8e9808
Claudionor,Fontinelle,,"5' 5""",185 lbs.,--,Orthodox,10,15,1,,http://ufcstats.com/fighter-details/7a82635ffa9b59fe
Jesse,Forbes,Kid Hercules,"6' 2""",185 lbs.,"75.0""",Southpaw,15,5,0,,http://ufcstats.com/fighter-details/947eccadb72f4f6f
Sterling,Ford,,"5' 10""",155 lbs.,--,,15,7,0,,http://ufcstats.com/fighter-details/a71ce6ff0b4a9dbb
Codale,Ford,Crunch Time,"5' 9""",170 lbs.,--,,11,9,0,,http://ufcstats.com/fighter-details/5340123d826ceadb
Raheam,Forest,Rambo,"5' 11""",170 lbs.,"73.0""",Switch,7,2,0,,http://ufcstats.com/fighter-details/90390dd1b0791e7f
Jussier,Formiga,,"5' 5""",125 lbs.,"67.0""",Orthodox,23,8,0,,http://ufcstats.com/fighter-details/b102c26727306ab6
Carol,Foro,Anabelle,"5' 2""",115 lbs.,"61.0""",Orthodox,9,1,0,,http://ufcstats.com/fighter-details/77ba5b2939c4018b
Renee,Forte,,"5' 7""",155 lbs.,"71.0""",Orthodox,8,4,0,,http://ufcstats.com/fighter-details/44bc27bfa76dcd9e
Brianna,Fortino,The Bull,"5' 0""",115 lbs.,"62.0""",Southpaw,9,3,0,,http://ufcstats.com/fighter-details/b53c46f613f6f248
Marcel,Fortuna,,"6' 1""",205 lbs.,"74.0""",Orthodox,9,3,0,,http://ufcstats.com/fighter-details/d761b3766e38c5db
Tyrell,Fortune,,"6' 0""",259 lbs.,"75.0""",Orthodox,18,3,0,,http://ufcstats.com/fighter-details/bc7f4b2d4c2724a2
Brian,Foster,The Foster Boy,"5' 9""",170 lbs.,"71.0""",Orthodox,27,10,0,,http://ufcstats.com/fighter-details/3dc3022232b79c7a
Xavier,Foupa-Pokam,Professor X,"6' 1""",185 lbs.,--,Open Stance,32,22,0,,http://ufcstats.com/fighter-details/ec33146e43e58933
Mason,Fowler,,"5' 11""",170 lbs.,--,,2,0,0,,http://ufcstats.com/fighter-details/d745d4146be48679
Brandon,Foxworth,,"5' 11""",145 lbs.,--,Orthodox,18,4,0,,http://ufcstats.com/fighter-details/f65a0eb902f9476b
Hermes,Franca,,"5' 6""",155 lbs.,"71.0""",Orthodox,24,17,0,,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e
Glaico,Franca Moreira,Nego,"6' 0""",155 lbs.,"77.0""",Orthodox,15,5,0,,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21
Francisco,France,Kiko,"6' 0""",205 lbs.,--,,13,5,1,,http://ufcstats.com/fighter-details/ecfdbf38681a59ba
John,Franchi,,"5' 6""",145 lbs.,"67.0""",Orthodox,6,2,0,,http://ufcstats.com/fighter-details/b9532d815060de7f
Felipe,Franco,,"6' 1""",205 lbs.,"76.0""",Orthodox,10,2,0,,http://ufcstats.com/fighter-details/e564146b9cf6dbef
Rich,Franklin,Ace,"6' 1""",185 lbs.,"76.0""",Southpaw,29,7,0,,http://ufcstats.com/fighter-details/d897897060f10a3a
Xavier,Franklin,Mr. Benjamin,"5' 6""",135 lbs.,"66.0""",Southpaw,5,1,0,,http://ufcstats.com/fighter-details/90957a918e26bf9c
Zoila,Frausto,Warrior Princess,"5' 4""",135 lbs.,--,Orthodox,13,5,0,,http://ufcstats.com/fighter-details/040d3b4c735541aa
Stephanie,Frausto,Lil Bovy,"5' 2""",115 lbs.,"61.0""",Orthodox,8,7,0,,http://ufcstats.com/fighter-details/fee02819a271c050
Zane,Frazier,Nasty,"6' 5""",250 lbs.,--,Orthodox,4,11,0,,http://ufcstats.com/fighter-details/d3711d3784b76255
Gary,Frazier,,"6' 0""",245 lbs.,--,Orthodox,3,3,0,,http://ufcstats.com/fighter-details/3beeeafcbc8b4cbc
Justin,Frazier,The Grizzly Bear,"6' 0""",265 lbs.,"75.0""",Southpaw,10,3,0,,http://ufcstats.com/fighter-details/78863e4a28204a6b
Ian,Freeman,The Machine,"5' 11""",225 lbs.,--,Orthodox,20,7,1,,http://ufcstats.com/fighter-details/b4bc2e3353a770b5
Jason,Freeman,,"6' 2""",225 lbs.,--,,6,4,0,,http://ufcstats.com/fighter-details/5870bd1eadf4f322
Kennedy,Freeman,The Machine 2.0,--,125 lbs.,--,,6,0,0,,http://ufcstats.com/fighter-details/63d071997c75e3fd
Denzel,Freeman,Luke Fox,"6' 1""",265 lbs.,"77.0""",Southpaw,7,2,0,,http://ufcstats.com/fighter-details/b5c19c34f12c917e
Willamy,Freire,Chiquerim,"5' 8""",155 lbs.,--,Orthodox,26,6,0,,http://ufcstats.com/fighter-details/f1f37d667bcd0d27
Patricky,Freire,Pitbull,"5' 7""",155 lbs.,"71.0""",,17,8,0,,http://ufcstats.com/fighter-details/90e6dde9113830bd
Jeremy,Freitag,,"6' 1""",205 lbs.,--,,6,10,0,,http://ufcstats.com/fighter-details/a47e9ec288c91067
Rafael,Freitas,Capoeira,--,205 lbs.,--,Orthodox,3,6,0,,http://ufcstats.com/fighter-details/14b9e0f2679a2205
Donavon,Frelow,,"5' 7""",135 lbs.,--,Orthodox,6,3,0,,http://ufcstats.com/fighter-details/9aa56f004b2bca07
Josh,Fremd,,"6' 4""",185 lbs.,"76.0""",Orthodox,11,6,0,,http://ufcstats.com/fighter-details/ca43de99b07b6b40
Clay,French,,"5' 7""",161 lbs.,--,Southpaw,19,7,0,,http://ufcstats.com/fighter-details/73321668ff977f1b
Mike,French,,"5' 10""",145 lbs.,--,,9,10,0,,http://ufcstats.com/fighter-details/756f45905fb20cb5
Matt,Frevola,The SteamRolla,"5' 9""",155 lbs.,"71.0""",Orthodox,11,6,1,,http://ufcstats.com/fighter-details/dccb63727f2f5f74
Jinh Yu,Frey,,"5' 3""",115 lbs.,"65.0""",Southpaw,11,10,0,,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8
Artem,Frolov,,"5' 10""",185 lbs.,--,,11,0,0,,http://ufcstats.com/fighter-details/ee704df0afd74558
Sarah,Frota,A Treta,"5' 6""",125 lbs.,"69.0""",Southpaw,9,2,0,,http://ufcstats.com/fighter-details/1641ef250e9de19b
Daniel,Frunza,,"6' 1""",170 lbs.,"73.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68
Don,Frye,The Predator,"6' 1""",219 lbs.,--,Orthodox,20,9,1,,http://ufcstats.com/fighter-details/271fe91f4ba9d2c5
Allen,Frye Jr.,,"6' 5""",265 lbs.,"80.0""",Orthodox,6,1,0,,http://ufcstats.com/fighter-details/73a78713bd899f4c
Tony,Fryklund,The Freak,"6' 0""",185 lbs.,--,Orthodox,14,9,1,,http://ufcstats.com/fighter-details/253de74457bd6374
Adam,Fugitt,,"6' 1""",170 lbs.,"77.0""",Southpaw,10,6,0,,http://ufcstats.com/fighter-details/a01a62132460a98d
Jesse,Fujarczyk,The Ronin,"6' 4""",225 lbs.,--,Southpaw,2,2,0,,http://ufcstats.com/fighter-details/c3c38c86f5ab9b5c
Katsuhisa,Fujii,Shamoji,"6' 0""",205 lbs.,--,Orthodox,9,18,1,,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf
Megumi,Fujii,Mega Megu,"5' 3""",113 lbs.,--,,26,3,0,,http://ufcstats.com/fighter-details/fb6c531726447ff3
Kazuyuki,Fujita,Ironhead,"6' 0""",235 lbs.,--,Orthodox,15,12,0,,http://ufcstats.com/fighter-details/b1605ea39fba6af6
Keisuke,Fujiwara,,"5' 6""",139 lbs.,--,Switch,17,12,5,,http://ufcstats.com/fighter-details/ccd58ff71e260ed5
Riki,Fukuda,,"6' 0""",185 lbs.,"73.0""",Southpaw,24,9,0,,http://ufcstats.com/fighter-details/7c35f869033901ae
Machi,Fukuda,,--,115 lbs.,--,,10,2,0,,http://ufcstats.com/fighter-details/42189c98d434a413
Masio,Fullen,Lobo,"5' 10""",145 lbs.,"70.0""",Orthodox,11,7,0,,http://ufcstats.com/fighter-details/4638cc6479cc0afe
Travis,Fulton,The Ironman,"6' 0""",240 lbs.,--,Orthodox,253,53,10,,http://ufcstats.com/fighter-details/911fb265462f0d94
Sam,Fulton,,--,--,--,,0,2,0,,http://ufcstats.com/fighter-details/1f5f75658551f2d3
Masakatsu,Funaki,,"6' 0""",185 lbs.,--,Southpaw,39,13,2,,http://ufcstats.com/fighter-details/aa3153a9941b4d44
Ricardo,Funch,Golden Boy,"5' 10""",170 lbs.,"74.0""",Southpaw,9,6,0,,http://ufcstats.com/fighter-details/e9e1acc96536bb4f
Katsuaki,Furuki,,"6' 0""",168 lbs.,--,,1,1,0,,http://ufcstats.com/fighter-details/c3e2eca94b2320bc
James,Gabert,,--,178 lbs.,--,,6,4,0,,http://ufcstats.com/fighter-details/fcd8b623892b9a10
Gustavo,Gabriel,,"5' 6""",125 lbs.,--,Orthodox,13,1,0,,http://ufcstats.com/fighter-details/fe98f86284a6eeb3
Claudia,Gadelha,Claudinha,"5' 4""",115 lbs.,"63.0""",Orthodox,18,5,0,,http://ufcstats.com/fighter-details/ec34349e7dffcde7
Alavutdin,Gadjiev,,"6' 2""",185 lbs.,--,Orthodox,18,13,1,,http://ufcstats.com/fighter-details/a7a79b8efbceaaac
Magomed,Gadzhiyasulov,,"6' 2""",205 lbs.,"75.0""",Orthodox,9,1,0,,http://ufcstats.com/fighter-details/6e344b71421103da
Justin,Gaethje,The Highlight,"5' 11""",155 lbs.,"70.0""",Orthodox,27,5,0,,http://ufcstats.com/fighter-details/9e8f6c728eb01124
Sheila,Gaff,The German Tank,"5' 5""",135 lbs.,--,Orthodox,9,7,0,,http://ufcstats.com/fighter-details/837d30395faca41e
Muin,Gafurov,Tajik,"5' 7""",135 lbs.,"68.0""",Orthodox,20,7,0,,http://ufcstats.com/fighter-details/a54660deb6a8489c
Mitch,Gagnon,,"5' 5""",135 lbs.,"65.0""",Southpaw,12,5,0,,http://ufcstats.com/fighter-details/b8592b4a383696cd
Brandon,Gaines,,"6' 3""",185 lbs.,--,,5,21,0,,http://ufcstats.com/fighter-details/8e6cfbd455f0f9c2
Travis,Galbraith,The Gladiator,"6' 0""",170 lbs.,--,Orthodox,18,7,0,,http://ufcstats.com/fighter-details/06dc1a58663579d2
Dave,Galera,Scarecrow,"5' 11""",135 lbs.,--,Orthodox,5,1,0,,http://ufcstats.com/fighter-details/0876d21328cf4a45
Zelg,Galesic,Benkei,"6' 2""",185 lbs.,--,Orthodox,11,9,0,,http://ufcstats.com/fighter-details/8a1b4330c7957961
Mickey,Gall,,"6' 2""",170 lbs.,"74.0""",Switch,7,7,0,,http://ufcstats.com/fighter-details/9e50097a89442158
Daniel,Gallemore,Big Kansas,"6' 5""",265 lbs.,--,,7,3,0,,http://ufcstats.com/fighter-details/96706c75a2b14164
Tom,Gallicchio,Da Tank,"5' 10""",170 lbs.,--,Southpaw,19,10,0,,http://ufcstats.com/fighter-details/cc81c92fe2254935
Turrell,Galloway,,"5' 3""",145 lbs.,--,,8,6,0,,http://ufcstats.com/fighter-details/7e654edcddd71550
Eric,Galvan,,--,155 lbs.,--,,0,0,0,,http://ufcstats.com/fighter-details/ad3fdba28a7540cf
Andre,Galvao,,"5' 7""",168 lbs.,--,Orthodox,5,2,0,,http://ufcstats.com/fighter-details/45fe6765c56d8018
Marcos,Galvao,Loro,"5' 7""",135 lbs.,--,Orthodox,18,8,1,,http://ufcstats.com/fighter-details/e15d0a2519d6a0b5
Lucas,Gamaza,,--,170 lbs.,--,,8,4,0,,http://ufcstats.com/fighter-details/289a3b69b85da7cd
Joey,Gambino,The Raging Warrior,"5' 7""",145 lbs.,--,Orthodox,9,2,0,,http://ufcstats.com/fighter-details/10559c53de0b950e
Manvel,Gamburyan,The Anvil,"5' 5""",135 lbs.,"67.0""",Orthodox,15,10,0,,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a
Mateusz,Gamrot,Gamer,"5' 10""",155 lbs.,"70.0""",Southpaw,26,4,0,,http://ufcstats.com/fighter-details/72db2a14ffa73ece
Shamil,Gamzatov,,"6' 2""",205 lbs.,"76.0""",Orthodox,14,1,0,,http://ufcstats.com/fighter-details/0d980975001ae3d8
Ryan,Gandra,Problema,"6' 1""",185 lbs.,"74""",Orthodox,10,1,0,,http://ufcstats.com/fighter-details/e463ce0a2ca474f4
Ariel,Gandulla,,"5' 11""",205 lbs.,--,Orthodox,7,9,0,,http://ufcstats.com/fighter-details/41904fc4d3f5bffc
Ciryl,Gane,Bon Gamin,"6' 4""",247 lbs.,"81.0""",Orthodox,13,2,0,,http://ufcstats.com/fighter-details/787bb1f087ccff8a
Sean,Gannon,The Cannon,"6' 3""",265 lbs.,--,Southpaw,2,1,0,,http://ufcstats.com/fighter-details/6d7886b094b471ac
Tommy,Gantt,,"5' 11""",155 lbs.,"76.0""",Orthodox,12,0,0,,http://ufcstats.com/fighter-details/de83f920fd302871
Junye,Gao,,--,125 lbs.,--,,19,12,0,,http://ufcstats.com/fighter-details/8b27d25ce0221d60
Eduardo,Garagorri,,"5' 9""",145 lbs.,"70.0""",Orthodox,13,2,0,,http://ufcstats.com/fighter-details/7bde387d50829adf
Cody,Garbrandt,No Love,"5' 8""",135 lbs.,"65.0""",Orthodox,15,7,0,,http://ufcstats.com/fighter-details/d8c7c61b176e3994
Leonard,Garcia,Bad Boy,"5' 10""",145 lbs.,"68.0""",Orthodox,18,13,1,,http://ufcstats.com/fighter-details/917e53fa0adea0d3
Edgar,Garcia,,"5' 10""",170 lbs.,"71.0""",Orthodox,14,5,0,,http://ufcstats.com/fighter-details/8d49545dadf9b919
Alejandro,Garcia,Alex,"5' 7""",145 lbs.,--,,14,10,0,,http://ufcstats.com/fighter-details/e5dc36e0aba7e9da
Alex,Garcia,The Dominican Nightmare,"5' 9""",170 lbs.,"72.0""",Orthodox,15,6,0,,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69
Nick,Garcia,Nitro,"5' 4""",125 lbs.,--,,8,3,0,,http://ufcstats.com/fighter-details/8a04d94dfcfab159
Steve,Garcia,Mean Machine,"6' 0""",145 lbs.,"75.0""",Southpaw,19,5,0,,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889
Elias,Garcia,,"5' 5""",125 lbs.,"67.0""",Southpaw,6,2,0,,http://ufcstats.com/fighter-details/ac5a7400da3a9a41
Rafa,Garcia,Gifted,"5' 7""",155 lbs.,"70""",Orthodox,19,4,0,,http://ufcstats.com/fighter-details/e132d47bd9efbbe0
Fernie,Garcia,,"5' 7""",135 lbs.,"67.0""",Orthodox,10,5,0,,http://ufcstats.com/fighter-details/9e92e1ca498d7244
Rulon,Gardner,,"6' 3""",265 lbs.,--,Orthodox,1,0,0,,http://ufcstats.com/fighter-details/4f7e290e71d60f87
David,Gardner,,"5' 11""",155 lbs.,--,Orthodox,18,21,0,,http://ufcstats.com/fighter-details/70167689d6a01793
Pablo,Garza,The Scarecrow,"6' 1""",145 lbs.,"73.0""",Orthodox,12,4,0,,http://ufcstats.com/fighter-details/8e5bfd4e82352340
Azamat,Gashimov,,"5' 6""",125 lbs.,--,Orthodox,8,3,0,,http://ufcstats.com/fighter-details/a1b0715c4fd2dbd3
Brian,Gassaway,,"6' 1""",170 lbs.,--,Orthodox,29,20,2,,http://ufcstats.com/fighter-details/e4770d5ed44a3970
Kelvin,Gastelum,,"5' 9""",185 lbs.,"71.0""",Southpaw,21,11,0,,http://ufcstats.com/fighter-details/8c0580d4fff106c1
Willie,Gates,,"5' 8""",125 lbs.,"72.0""",Orthodox,12,7,0,,http://ufcstats.com/fighter-details/6ded9184b2284645
Melissa,Gatto,,"5' 5""",125 lbs.,"69.0""",Orthodox,9,3,2,,http://ufcstats.com/fighter-details/a4a80dd7336ffd59
Sean,Gauci,,"5' 5""",125 lbs.,"64.0""",Switch,10,1,0,,http://ufcstats.com/fighter-details/d758f272d94f5866
Louis,Gaudinot,Goodnight,"5' 3""",125 lbs.,"63.0""",Orthodox,8,4,0,,http://ufcstats.com/fighter-details/b72a60a0cadff408
Ateba,Gautier,The Storm,"6' 4""",185 lbs.,"81""",Switch,11,1,0,,http://ufcstats.com/fighter-details/2f815ed5f8278ba6
Manuel,Gaxhja,,"5' 8""",155 lbs.,--,Switch,7,0,0,,http://ufcstats.com/fighter-details/618643d0d5c0631d
Shamil,Gaziev,,"6' 4""",265 lbs.,"78.0""",Orthodox,14,3,0,,http://ufcstats.com/fighter-details/6747ccd6d1acd266
Charlene,Gellner,Princess,"5' 2""",125 lbs.,--,,0,4,0,,http://ufcstats.com/fighter-details/effd0b70e6749ab2
Chad,George,Savage,"5' 6""",135 lbs.,"68.0""",Southpaw,16,8,0,,http://ufcstats.com/fighter-details/14e797332ea32cdb
Paul,Georgieff,,"6' 2""",170 lbs.,--,Orthodox,6,2,0,,http://ufcstats.com/fighter-details/2f1700b3a4a09bc7
Brian,Geraghty,Duke,"5' 7""",155 lbs.,--,Orthodox,26,18,1,,http://ufcstats.com/fighter-details/15edcf67ccf5be84
Derek,Getzel,The Pretzel,"6' 0""",155 lbs.,--,,8,5,0,,http://ufcstats.com/fighter-details/42883268854b78be
Karine,Gevorgyan,The Princess,"5' 4""",125 lbs.,"63.0""",,3,3,0,,http://ufcstats.com/fighter-details/2db0c114414d4f06
Yanis,Ghemmouri,The Desert Warrior,"5' 9""",135 lbs.,"69.0""",Orthodox,12,3,0,,http://ufcstats.com/fighter-details/eb70e786bbdf1d16
Darrel,Gholar,,"5' 8""",194 lbs.,--,Orthodox,5,6,0,,http://ufcstats.com/fighter-details/a24e080000fa7a35
Tiki,Ghosn,,"5' 10""",170 lbs.,--,Orthodox,10,7,1,,http://ufcstats.com/fighter-details/cb6783c39c01d896
Christos,Giagos,The Spartan,"5' 10""",155 lbs.,"71.0""",Orthodox,20,12,0,,http://ufcstats.com/fighter-details/de45aaae23dfa392
Joe,Giannetti,,"6' 0""",155 lbs.,"74.0""",Southpaw,6,1,0,,http://ufcstats.com/fighter-details/946db8a378903cc3
Nick,Gibbons,,"5' 10""",155 lbs.,--,,2,1,0,,http://ufcstats.com/fighter-details/96a221341035b701
James,Giboo,,"5' 11""",170 lbs.,--,Orthodox,13,5,0,,http://ufcstats.com/fighter-details/f74e037b97917027
Lance,Gibson,Fearless,"5' 9""",185 lbs.,--,Orthodox,4,5,0,,http://ufcstats.com/fighter-details/63eedfcc73071d41
Lee,Gibson,Lethal,"5' 7""",155 lbs.,--,,12,4,0,,http://ufcstats.com/fighter-details/69db199087a1a792
Cody,Gibson,The Renegade,"5' 10""",135 lbs.,"71.0""",Orthodox,22,12,0,,http://ufcstats.com/fighter-details/700a674c042b7a96
Chase,Gibson,El Guero,"5' 10""",155 lbs.,"72.0""",Orthodox,9,5,0,,http://ufcstats.com/fighter-details/09439946214993bc
Lance,Gibson Jr.,Fearless,"5' 9""",155 lbs.,"72.0""",Switch,10,2,0,,http://ufcstats.com/fighter-details/07bc580bdf3eb9c8
Kenny,Giddens,,"5' 11""",155 lbs.,--,,12,7,0,,http://ufcstats.com/fighter-details/db8b800176d26f6e
Thomas,Gifford,The Young Lion,"6' 1""",155 lbs.,"75.0""",Orthodox,14,9,0,,http://ufcstats.com/fighter-details/e7f51d9f9e9259e7
Joseph,Gigliotti,Capo,"5' 11""",185 lbs.,--,Orthodox,7,2,0,,http://ufcstats.com/fighter-details/83825fad27ab3581
Joey,Gilbert,,"5' 11""",155 lbs.,--,Orthodox,2,3,0,,http://ufcstats.com/fighter-details/6bb1d2b714d4b3bc
Trevin,Giles,,"6' 0""",170 lbs.,"74.0""",Orthodox,16,7,0,,http://ufcstats.com/fighter-details/b27a1fcb56a3035a
Kultar,Gill,Black Mamba,"6' 0""",154 lbs.,--,Orthodox,12,8,0,,http://ufcstats.com/fighter-details/42c96a9c4802e2e1
Jesse,Gillespie,,--,185 lbs.,--,,3,2,0,,http://ufcstats.com/fighter-details/160b931119c1bf91
Gregor,Gillespie,The Gift,"5' 7""",155 lbs.,"71.0""",Orthodox,14,1,0,,http://ufcstats.com/fighter-details/84ff027394f7e470
Jason,Gilliam,,"6' 0""",170 lbs.,--,Orthodox,14,9,0,,http://ufcstats.com/fighter-details/91720876db0ee468
Micheal,Gillmore,The Gentleman,"5' 11""",170 lbs.,"72.0""",Orthodox,6,5,0,,http://ufcstats.com/fighter-details/ce175eaafe867d1f
