first_name,last_name,nickname,height,weight,reach,stance,wins,losses,draws,belt,fighter_url
Jean Francois,Lenogue,,"6' 0""",185 lbs.,--,Orthodox,16,17,3,,http://ufcstats.com/fighter-details/e60201cfab7d656d
Nik,Lentz,The Carny,"5' 8""",145 lbs.,"68.0""",Orthodox,30,12,2,,http://ufcstats.com/fighter-details/6fb1ba67bef41b37
Alberta Cerra,Leon,,"5' 8""",238 lbs.,--,,0,1,0,,http://ufcstats.com/fighter-details/6e02c318762f52f1
Victoria,Leonardo,Fury,"5' 5""",125 lbs.,"64.0""",Orthodox,9,7,0,,http://ufcstats.com/fighter-details/9dedfdd91070ddd8
Anthony,Leone,,"5' 6""",135 lbs.,--,Orthodox,15,8,0,,http://ufcstats.com/fighter-details/86b9b51a81e9c339
Chad,Leonhardt,The Boss,"6' 0""",170 lbs.,--,,9,4,0,,http://ufcstats.com/fighter-details/657d0ed181f04215
Kimo,Leopoldo,,"6' 3""",235 lbs.,--,Orthodox,10,7,1,,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3
Michael,Lerma,,--,--,--,,0,1,0,,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3
Lukasz,Les,,--,170 lbs.,--,,8,3,0,,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f
Brock,Lesnar,,"6' 3""",265 lbs.,"81.0""",Orthodox,5,3,0,,http://ufcstats.com/fighter-details/513c6f1715e547a8
Frank,Lester,,"5' 11""",170 lbs.,--,Orthodox,11,6,0,,http://ufcstats.com/fighter-details/edd8d5d8089a35f8
Valerie,Letourneau,Trouble,"5' 7""",115 lbs.,"68.0""",Orthodox,8,6,0,,http://ufcstats.com/fighter-details/46a2f24feb258ae0
Leah,Letson,Nidas,"5' 7""",145 lbs.,"71.0""",Southpaw,5,3,0,,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7
Justin,Levens,The Executioner,"5' 11""",185 lbs.,--,Orthodox,10,7,0,,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778
Marcus,LeVesseur,The Prospect,"5' 9""",155 lbs.,"70.0""",Southpaw,22,7,0,,http://ufcstats.com/fighter-details/182f2b78582de3d8
David,Levicki,,"6' 5""",275 lbs.,--,,1,3,0,,http://ufcstats.com/fighter-details/49590e0508b2c19f
Kyle,Levinton,,--,--,--,,0,3,0,,http://ufcstats.com/fighter-details/81ddc98fceb30086
Natan,Levy,Lethal,"5' 9""",155 lbs.,"71.0""",Southpaw,8,2,0,,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
John,Lewis,,"6' 0""",155 lbs.,--,Southpaw,3,4,3,,http://ufcstats.com/fighter-details/4a01dc8376736ef5
Derrick,Lewis,The Black Beast,"6' 3""",260 lbs.,"79.0""",Orthodox,29,13,0,,http://ufcstats.com/fighter-details/d3df1add9d9a7efb
Bevon,Lewis,,"6' 3""",185 lbs.,"79.0""",Orthodox,7,3,0,,http://ufcstats.com/fighter-details/899923ff6ab13917
Brandon,Lewis,,"5' 4""",135 lbs.,"70.0""",Orthodox,6,2,0,,http://ufcstats.com/fighter-details/6623cb1c27025634
Malik,Lewis,Hard Knock,"6' 0""",155 lbs.,"75.0""",Orthodox,6,2,0,,http://ufcstats.com/fighter-details/f60dbe6e05489c4f
Chi,Lewis-Parry,Chopper,"6' 9""",243 lbs.,--,,7,0,1,,http://ufcstats.com/fighter-details/a307a10414d0ad00
Li,Jingliang,The Leech,"6' 0""",170 lbs.,"71.0""",Orthodox,19,9,0,,http://ufcstats.com/fighter-details/e64b96c07d7ce999
Li,Yunfeng,,"5' 8""",135 lbs.,"68.0""",Orthodox,9,5,0,,http://ufcstats.com/fighter-details/4c7afd56ef1947ac
Liang,Na,The Dragon Girl,"5' 5""",125 lbs.,"67.0""",Orthodox,19,8,0,,http://ufcstats.com/fighter-details/ec0dcceace7d25a3
Jess,Liaudin,The Joker,"5' 9""",170 lbs.,"72.0""",Orthodox,20,11,0,,http://ufcstats.com/fighter-details/a8aba6fd8a463043
Chuck,Liddell,The Iceman,"6' 2""",205 lbs.,"76.0""",Orthodox,21,8,0,,http://ufcstats.com/fighter-details/a390eb8a9b2df298
Rodrigo,Lidio,Dynamis,"5' 11""",155 lbs.,"73.0""",Orthodox,12,3,0,,http://ufcstats.com/fighter-details/11b5a809c3120e27
Sam,Liera,,--,--,--,,12,10,0,,http://ufcstats.com/fighter-details/421ccfc6ddb17958
Zach,Light,,"5' 8""",170 lbs.,--,Orthodox,9,11,0,,http://ufcstats.com/fighter-details/5d7c18191b8aa432
Scott,Lighty,,"6' 2""",205 lbs.,--,,6,2,0,,http://ufcstats.com/fighter-details/998c8890a8dde1eb
Chris,Liguori,,"5' 9""",185 lbs.,--,Orthodox,15,10,0,,http://ufcstats.com/fighter-details/0e31bfd26cc8c503
Donnie,Liles,,"5' 9""",170 lbs.,--,Orthodox,17,7,0,,http://ufcstats.com/fighter-details/a1bf037613180253
Jae Suk,Lim,,"5' 9""",170 lbs.,--,Orthodox,17,6,0,,http://ufcstats.com/fighter-details/bbb15f301e4a490a
Hyun Gyu,Lim,The Ace,"6' 3""",170 lbs.,"77.0""",Orthodox,13,7,1,,http://ufcstats.com/fighter-details/203c957eac95dd87
GwanWoo,Lim,The Giant,--,145 lbs.,--,,5,1,0,,http://ufcstats.com/fighter-details/a53657e43b00614e
Juliana,Lima,Ju Thai,"5' 5""",115 lbs.,"65.0""",Orthodox,9,5,0,,http://ufcstats.com/fighter-details/75a6a390fd5dca46
Dhiego,Lima,,"6' 2""",170 lbs.,"75.0""",Orthodox,17,9,0,,http://ufcstats.com/fighter-details/e9213f53ddeca978
Douglas,Lima,The Phenom,"6' 1""",170 lbs.,--,,29,6,0,,http://ufcstats.com/fighter-details/264111bf62662fbf
Mabelly,Lima,,"5' 2""",135 lbs.,--,Orthodox,7,1,0,,http://ufcstats.com/fighter-details/6135fd9665fbb74e
Andre,Lima,Mascote,"5' 7""",125 lbs.,"67.0""",Orthodox,11,0,0,,http://ufcstats.com/fighter-details/b1f21ce050035d58
Felipe,Lima,Jungle Boy,"5' 6""",145 lbs.,"68""",Orthodox,14,2,0,,http://ufcstats.com/fighter-details/9256f591b30c073e
Miguel,Linares,,--,--,--,,2,4,0,,http://ufcstats.com/fighter-details/18c49685296c60e6
Emiliano,Linares,Golden Bull,"5' 8""",145 lbs.,"72.0""",Orthodox,8,2,0,,http://ufcstats.com/fighter-details/a4ef92274a45143d
Matt,Lindland,The Law,"6' 0""",185 lbs.,"74.0""",Southpaw,22,9,0,,http://ufcstats.com/fighter-details/0e041d43a47d2e4b
Jake,Lindsey,The Librarian,"5' 11""",155 lbs.,--,Switch,12,7,0,,http://ufcstats.com/fighter-details/33e00249ef08d3a4
John,Lineker,Hands of Stone,"5' 3""",135 lbs.,"67.0""",Orthodox,31,9,0,,http://ufcstats.com/fighter-details/c268b2cfebccf652
Austin,Lingo,Lights Out,"5' 10""",145 lbs.,"70.0""",Orthodox,9,3,0,,http://ufcstats.com/fighter-details/305d73ede05e31ad
Lucio,Linhares,,"6' 2""",185 lbs.,--,Orthodox,19,8,0,,http://ufcstats.com/fighter-details/a780d16cf7eed44d
Philipe,Lins,Monstro,"6' 2""",205 lbs.,"78.0""",Orthodox,18,5,0,,http://ufcstats.com/fighter-details/53c943c873cffe90
Tainara,Lisboa,Thai Panther,"5' 7""",135 lbs.,"67.0""",Orthodox,7,4,0,,http://ufcstats.com/fighter-details/2c5f5749569eef66
Dean,Lister,The Boogeyman,"6' 1""",185 lbs.,"75.0""",Orthodox,13,7,0,,http://ufcstats.com/fighter-details/68c6cd5287b473a7
Wesley,Little,,"6' 4""",205 lbs.,--,,4,8,0,,http://ufcstats.com/fighter-details/008c6e1a25751575
Adam,Livingston,Bomb,"6' 2""",155 lbs.,"71.0""",Orthodox,6,1,0,,http://ufcstats.com/fighter-details/515890922fe9ce96
James,Llontop,Goku,"6' 0""",155 lbs.,"73.0""",Orthodox,14,5,0,,http://ufcstats.com/fighter-details/93b2b7caa457cbea
Abner,Lloveras,Skullman,"5' 11""",155 lbs.,--,,20,9,1,,http://ufcstats.com/fighter-details/6448e57a9533b7e4
Brian,Lo-A-Njoe,,"5' 7""",155 lbs.,--,Orthodox,6,10,3,,http://ufcstats.com/fighter-details/7abce81b72fbbd9b
John,Lober,The Machine,"5' 11""",199 lbs.,--,Orthodox,5,9,4,,http://ufcstats.com/fighter-details/31652c9267606d54
